openstates_person_id,name,district,Party,HB238 - Labor Rights,HB75 Legalizing Marijuana,HB521 Voter Protection,HB115-Public School Funding (Vouchers),HB675 - School Funding Cap,HB583 - Reducing Child Hunger,HB148 - LGBTQ Rights,HB433 -Child Marriage,HCR4 - Environment (Wind Power),HCR- Reproductive Freedom,HB1 - State Funding Bill,HB2 - Budget Trailer (All the Policy Stuff),HB22 - Protecting Trans People,HB23 - Vaccinations,HB24 - Gun Control,HB25 - The Dems Budget Proposal,HB26 - School Budget Cap Repeal,HB27 - Family Planning Services,HB28 - Child Advocacy Services (Intervening in Child Neglect/Abuse),HB29 - Medicaid,HB210 - Supporting the Arts,HB211 - Public School Funding,HB212 - Higher Ed Funding,HB213 - Dealing with the Opioid Crisis,HB214 Public School Funding,HB215 - Human Rights Commission
ocd-person/a87a3359-2def-4743-bf8f-9df4d308f864,Lisa Freeman,BEL 8,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/e44fbca0-a34c-4b73-aaa6-872b471b9031,Lisa Mazur,HIL 44,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/72ef654a-277a-4309-b0ae-08fee715af2c,Lisa Post,HIL 42,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/6fbc7a9b-82b3-4897-86e1-61e3fb4a4f77,Liz Barbour,HIL 35,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote
ocd-person/260ddf78-7100-4fee-a353-0ebf1a0615ec,Loren Foxx,HIL 2,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/a35a4483-879d-4dd2-889e-57a576e56acc,Loren Selig,STR 10,Democrat,Pro-Labor Vote,Pro-Weed Vote,Did Not Vote,Pro-Public Ed Vote,Did Not Vote,Did Not Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Did Not Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/1becd24c-cc2c-46fd-9859-a06c46340b93,Lori Korzen,COO 7,Republican,Pro-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/b89dda18-b7c5-4184-b6d9-0bff9bed045e,Lorie Ball,ROC 25,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Pro- School Budget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/9e0a9394-7bcc-451a-9ae1-439248598eae,Louis Juris,HIL 7,Democrat,Pro-Labor Vote,Did Not Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/4f84e968-9226-470f-bde4-4163efc19593,Louise Andrus,MER 5,Republican,Did Not Vote,Pro-Weed Vote,Anti-Voter Vote,Pro-Public Ed Vote,Anti-Public Ed Vote,Did Not Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Anti-LGBTQ Vote,Pro-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Pro- School Budget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/4854b313-26e5-49a3-8095-76298f96ced3,Lucius Parshall,CHE 8,Democrat,Pro-Labor Vote,Did Not Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/a6790cd1-6b7a-48f9-b48c-b298929578a4,Lucy Weber,CHE 5,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/b2bd1fe6-401e-41ac-88cc-a96d8a12d737,Luz Bay,STR 21,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/ce051501-985a-4008-913f-38b1b05351c6,Manoj Chourasia,HIL 11,Democrat,Pro-Labor Vote,Anti-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/a5b1edc7-c0a1-49fe-824c-a9177a8e1218,Marc Plamondon,HIL 3,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/17abebe7-d58e-456b-b716-5cdadf60cbc7,Margaret Drye,SUL 7,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/f3ab13ac-5040-4533-b5f3-ce49dec5020f,Marie Louise Bjelobrk,GRA 5,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/86b31d04-3a4b-4199-b10e-27bd337f0a34,Marjorie Smith,STR 10,Democrat,Pro-Labor Vote,Did Not Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/69275b32-0ad6-48a4-9787-bf2869573772,Mark MacKenzie,HIL 40,Democrat,Pro-Labor Vote,Pro-Weed Vote,Did Not Vote,Did Not Vote,Did Not Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Did Not Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/b089786f-4435-4822-a7d6-3725cca787bf,Mark McLean,HIL 15,Republican,Anti-Labor Vote,Pro-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/8c6eeb07-d048-47fd-9f0e-718460e2edc9,Mark Paige,ROC 11,Democrat,Pro-Labor Vote,Pro-Weed Vote,Did Not Vote,Did Not Vote,Did Not Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/6c90e0a1-d9d5-488c-a9a3-898ca5b0f9a4,Mark Pearson,ROC 34,Republican,Pro-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Pro-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/b50abef6-0b19-4d5c-97c9-f757f3b571ad,Mark Proulx,HIL 15,Republican,Pro-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Anti-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/248ddc70-c3e0-4ec2-94ff-1d1de0d0e9fc,Mark Vallone,ROC 5,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Did Not Vote,Against Child Marriage Vote,Did Not Vote,Pro-Abortion Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote
ocd-person/01358592-fa6d-49bf-a933-ea2f223572d7,Mark Warden,HIL 39,Republican,Anti-Labor Vote,Pro-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/27e55643-df5b-49aa-8529-082cd786c0f8,Martin Jack,HIL 10,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/c353b272-e9b3-41d1-812c-17ee08295476,Mary Ford,ROC 3,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/4b40718c-8dbd-4df2-a1a0-75a9093778ce,Mary Georges,HIL 23,Democrat,Pro-Labor Vote,Anti-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/0929165d-f73c-4820-8820-209de58c1e78,Mary Hakken-Phillips,GRA 12,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/0e6f806c-ba57-4dc6-b6b4-f2a926288ca3,Mary Jane Wallner,MER 19,Democrat,Pro-Labor Vote,Did Not Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/bdc7b519-4849-4992-b21b-f5563d642285,Mary Murphy,HIL 27,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Pro-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/472f8b30-237d-44fe-8d3e-af33b833d8eb,Matt Drew,HIL 19,Republican,Anti-Labor Vote,Pro-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,Against Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/5709592a-7c88-41e3-8295-7c05146327e2,Matt Sabourin dit Choini??re,ROC 30,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Pro-Reducig Child Hunger Vote,Anti-LGBTQ Vote,Against Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
